company_id,line_id,from_station_id,to_station_id,from_lat,from_lon,to_lat,to_lon
3,842,2353,5657,34.706032,137.367655,34.695865999999995,137.358685
3,842,5657,9076,34.695865999999995,137.358685,34.692228,137.33521499999998
3,842,9076,4591,34.692228,137.33521499999998,34.680256,137.320688
3,842,4591,135,34.680256,137.320688,34.673646000000005,137.309078
3,842,135,8245,34.673646000000005,137.309078,34.667590999999994,137.293747
3,842,8245,4439,34.667590999999994,137.293747,34.66809,137.277692
3,842,4439,2984,34.66809,137.277692,34.667007,137.269082
3,843,677,9430,34.763847,137.382956,34.763134,137.38581200000002
3,843,9430,4288,34.763134,137.38581200000002,34.762943,137.389401
3,843,4288,2929,34.762943,137.389401,34.764471,137.390207
3,843,2929,3239,34.764471,137.390207,34.767276,137.392789
3,843,3239,8207,34.767276,137.392789,34.766749,137.39565100000002
3,843,8207,6820,34.766749,137.39565100000002,34.765943,137.40053899999998
3,843,6820,5317,34.765943,137.40053899999998,34.765804,137.4044
3,843,5317,6799,34.765804,137.4044,34.765777,137.408344
3,843,6799,6798,34.765777,137.408344,34.765332,137.413566
3,843,6798,1762,34.765332,137.413566,34.765083000000004,137.417038
3,843,1762,416,34.765083000000004,137.417038,34.76425,137.42181499999998
3,843,416,5074,34.76425,137.42181499999998,34.763472,137.428926
3,844,416,639,34.76425,137.42181499999998,34.758528000000005,137.42228799999998
3,856,6092,8576,35.167663,136.873154,35.171118,136.88380700000002
3,856,8576,2663,35.171118,136.88380700000002,35.172051,136.889736
3,856,2663,1368,35.172051,136.889736,35.173122,136.898457
3,856,1368,1593,35.173122,136.898457,35.173636,136.90831699999998
3,856,1593,2548,35.173636,136.90831699999998,35.174108000000004,136.916178
3,856,2548,3422,35.174108000000004,136.916178,35.173414,136.929204
3,856,3422,2742,35.173414,136.929204,35.169609,136.93731499999998
3,856,2742,4537,35.169609,136.93731499999998,35.158499,136.935094
3,856,4537,2280,35.158499,136.935094,35.149889,136.933983
3,856,2280,2889,35.149889,136.933983,35.140168,136.933428
3,856,2889,4583,35.140168,136.933428,35.131918,136.934372
3,856,4583,4582,35.131918,136.934372,35.124892,136.935428
3,856,4582,4273,35.124892,136.935428,35.117948,136.93676200000002
3,856,4273,2906,35.117948,136.93676200000002,35.109199,136.93678899999998
3,856,2906,6399,35.109199,136.93678899999998,35.105644,136.943927
3,856,6399,8741,35.105644,136.943927,35.102422,136.95526
3,856,8741,9602,35.102422,136.95526,35.102673,136.966204
3,856,9602,9600,35.102673,136.966204,35.102451,136.976397
3,856,9600,9599,35.102451,136.976397,35.098618,136.98928600000002
3,856,9599,9601,35.098618,136.98928600000002,35.094577,136.99799299999998
3,857,3971,3804,35.22363499999999,136.876822,35.215714,136.88648500000002
3,857,3804,3803,35.215714,136.88648500000002,35.204326,136.890929
3,857,3803,4118,35.204326,136.890929,35.19202199999999,136.89079099999998
3,857,4118,5264,35.19202199999999,136.89079099999998,35.183772999999995,136.890374
3,857,5264,1368,35.183772999999995,136.890374,35.174663,136.896874
3,857,1368,7996,35.174663,136.896874,35.169052,136.897596
3,857,7996,5651,35.169052,136.897596,35.16072,136.898152
3,857,5651,3993,35.16072,136.898152,35.157331,136.906596
3,857,3993,6397,35.157331,136.906596,35.156108,136.915584
3,857,6397,2501,35.156108,136.915584,35.149611,136.925289
3,857,2501,2280,35.149611,136.925289,35.149889,136.933983
3,857,2280,5244,35.149889,136.933983,35.14875,136.948342
3,857,5244,28,35.14875,136.948342,35.143224,136.95537
3,857,28,7524,35.143224,136.95537,35.137113,136.963758
3,857,7524,779,35.137113,136.963758,35.132392,136.977591
3,857,779,4125,35.132392,136.977591,35.128597,136.988066
3,857,4125,2122,35.128597,136.988066,35.125893,136.9972
3,857,2122,8080,35.125893,136.9972,35.122671999999994,137.00731100000002
3,857,8080,5091,35.122671999999994,137.00731100000002,35.120977,137.018004
