company_id,line_id,station_id,station_name,lat,lon,x,y
148,856,8576,名古屋,35.171118,136.88380700000002,1368838.0700000003,-351711.18
148,856,2663,国際センター（愛知県）,35.172051,136.889736,1368897.36,-351720.51
148,856,1368,丸の内（名古屋市営）,35.173122,136.898457,1368984.57,-351731.22
148,856,1593,久屋大通,35.173636,136.90831699999998,1369083.17,-351736.36000000004
148,856,2548,高岳,35.174108000000004,136.916178,1369161.78,-351741.08
148,856,3422,車道,35.173414,136.929204,1369292.04,-351734.14
148,856,2742,今池（愛知県）,35.169609,136.93731499999998,1369373.15,-351696.09
148,856,4537,吹上（愛知県）,35.158499,136.935094,1369350.94,-351584.99
148,856,2280,御器所,35.149889,136.933983,1369339.83,-351498.89
148,856,2889,桜山,35.140168,136.933428,1369334.28,-351401.68000000005
148,856,4583,瑞穂区役所,35.131918,136.934372,1369343.72,-351319.18
